"","Var1","Var2","value"
"6706","Digital Media & Learning Competition 4","DigitalOcean: Sampling the Sea",1
"6707","Digital Media and Learning Competitions","DigitalOcean: Sampling the Sea",1
"6722","Fractor: Act on Facts","DigitalOcean: Sampling the Sea",1
"6724","Global Challenge","DigitalOcean: Sampling the Sea",1
"6736","History Game Canada","DigitalOcean: Sampling the Sea",1
"6738","HyperCities","DigitalOcean: Sampling the Sea",1
"6745","M-Ubuntu: Teachers Building an M-Literacy Collaboratory","DigitalOcean: Sampling the Sea",1
"6748","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","DigitalOcean: Sampling the Sea",1
"6749","Mobile Movement: Handheld Philanthropy","DigitalOcean: Sampling the Sea",1
"6750","Mobile Musical Networks","DigitalOcean: Sampling the Sea",1
"6757","Networked Newsroom","DigitalOcean: Sampling the Sea",1
"6758","Networking Grassroots Knowledge Globally","DigitalOcean: Sampling the Sea",1
"6763","Origami: Enfolding Real and Virtual Learning","DigitalOcean: Sampling the Sea",1
"6765","Participatory Chinatown","DigitalOcean: Sampling the Sea",1
"6772","Playpower: Radically Affordable Computer-Aided Learning","DigitalOcean: Sampling the Sea",1
"6776","RezEd: The Hub for Learning and Virtual Worlds","DigitalOcean: Sampling the Sea",1
"6796","Sustainable South Bronx Fab Lab","DigitalOcean: Sampling the Sea",1
"6799","Talkers and Doers","DigitalOcean: Sampling the Sea",1
"6800","Tecno.Tzotzil: Participatory Learning Among Indigenous Children in Chiapas","DigitalOcean: Sampling the Sea",1
"6811","Virtual Peace","DigitalOcean: Sampling the Sea",1
"6813","Voces Moviles (Mobile Voices)","DigitalOcean: Sampling the Sea",1
"6817","WildLab","DigitalOcean: Sampling the Sea",1
"6818","Women Aloud: Videoblogging for Empowerment (WAVE)","DigitalOcean: Sampling the Sea",1
"6822","4-H/USDA Robotics Digital Badges","Disney-Pixar Wilderness Explorers Badges",1
"6826","American Graduate: Let's Make It Happen Badges","Disney-Pixar Wilderness Explorers Badges",1
"6828","Badges for Lifelong Learning","Disney-Pixar Wilderness Explorers Badges",1
"6829","Badges in Higher Ed","Disney-Pixar Wilderness Explorers Badges",1
"6830","Badges Work for Vets","Disney-Pixar Wilderness Explorers Badges",1
"6833","Black Cloud: Environmental Studies Gaming","Disney-Pixar Wilderness Explorers Badges",1
"6842","Collaborative Data","Disney-Pixar Wilderness Explorers Badges",1
"6843","Computer Science Student Network Badge System","Disney-Pixar Wilderness Explorers Badges",1
"6844","Conservation Connection","Disney-Pixar Wilderness Explorers Badges",1
"6850","Design for America: A Badge Community for Innovation","Disney-Pixar Wilderness Explorers Badges",1
"6858","Digital Media & Learning Competition 1","Disney-Pixar Wilderness Explorers Badges",1
"6859","Digital Media & Learning Competition 2","Disney-Pixar Wilderness Explorers Badges",1
"6860","Digital Media & Learning Competition 3","Disney-Pixar Wilderness Explorers Badges",1
"6861","Digital Media & Learning Competition 4","Disney-Pixar Wilderness Explorers Badges",3
"6862","Digital Media and Learning Competitions","Disney-Pixar Wilderness Explorers Badges",1
"6868","EarthWorks","Disney-Pixar Wilderness Explorers Badges",1
"6872","Fab@School","Disney-Pixar Wilderness Explorers Badges",1
"6885","HASTAC Scholars - Evaluation of Impact","Disney-Pixar Wilderness Explorers Badges",1
"6889","HASTAC@Duke","Disney-Pixar Wilderness Explorers Badges",1
"6896","Intel and Society for Science and the Public Badges","Disney-Pixar Wilderness Explorers Badges",1
"6898","LevelUp","Disney-Pixar Wilderness Explorers Badges",1
"6899","Leverage for Digital On-Ramps","Disney-Pixar Wilderness Explorers Badges",1
"6902","Mobile Action Lab","Disney-Pixar Wilderness Explorers Badges",1
"6903","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","Disney-Pixar Wilderness Explorers Badges",1
"6906","Moodle as Issuer, Mahara as Displayer","Disney-Pixar Wilderness Explorers Badges",1
"6908","My Girl Scout Sash Is An App","Disney-Pixar Wilderness Explorers Badges",1
"6909","National Manufacturing Badge System","Disney-Pixar Wilderness Explorers Badges",1
"6911","NatureBadges: Open Source Nature & Science Badge System","Disney-Pixar Wilderness Explorers Badges",1
"6921","Partners in Learning Network Badges","Disney-Pixar Wilderness Explorers Badges",1
"6922","Pathways for Lifelong Learning","Disney-Pixar Wilderness Explorers Badges",1
"6923","Pathways to Global Competence: A Badge System for Students","Disney-Pixar Wilderness Explorers Badges",1
"6926","Planet Stewards: Personalized Learning in 3D GameLab","Disney-Pixar Wilderness Explorers Badges",1
"6928","Preparing Librarians to Meet the Needs of 21st Century Teens","Disney-Pixar Wilderness Explorers Badges",1
"6932","S2R Medals","Disney-Pixar Wilderness Explorers Badges",1
"6933","SA&FS Learner Driven Badges Project","Disney-Pixar Wilderness Explorers Badges",1
"6948","Staff","Disney-Pixar Wilderness Explorers Badges",1
"6952","Sweet Water AQUAPONS","Disney-Pixar Wilderness Explorers Badges",1
"6968","Voces Moviles (Mobile Voices)","Disney-Pixar Wilderness Explorers Badges",1
"6970","Who Built America? Badges for Teaching Disciplinary Literacy in History","Disney-Pixar Wilderness Explorers Badges",1
"6974","Youth APPLab","Disney-Pixar Wilderness Explorers Badges",1
"6975","Youth Digital Filmmaker Badge System","Disney-Pixar Wilderness Explorers Badges",1
"6976","#transformDH","Duke FHI Grad Digital",1
"6979","Access + Digital Literacy","Duke FHI Grad Digital",1
"6980","Alt-Ac","Duke FHI Grad Digital",1
"6982","Authority Control: Information and Library Science","Duke FHI Grad Digital",1
"6996","Collaboration","Duke FHI Grad Digital",1
"6997","Collaborative Data","Duke FHI Grad Digital",1
"7009","Digital Dissertations","Duke FHI Grad Digital",1
"7011","Digital History","Duke FHI Grad Digital",1
"7018","Digital Publishing","Duke FHI Grad Digital",1
"7022","Duke PhD Lab","Duke FHI Grad Digital",3
"7026","Electronic Literature Organization","Duke FHI Grad Digital",1
"7028","Fembot Collective","Duke FHI Grad Digital",1
"7037","Graphic, Visual and Multi-modal Storytelling","Duke FHI Grad Digital",2
"7038","GreaterThanGames Virtual Lab","Duke FHI Grad Digital",1
"7042","HASTAC Steering Committee","Duke FHI Grad Digital",1
"7069","New Media and Social Movements","Duke FHI Grad Digital",1
"7079","Pedagogy","Duke FHI Grad Digital",1
"7091","Scholar Class 2011","Duke FHI Grad Digital",2
"7092","Scholar Class 2012","Duke FHI Grad Digital",3
"7093","Scholar Class 2013","Duke FHI Grad Digital",1
"7094","Scholars","Duke FHI Grad Digital",4
"7102","Sound & Music","Duke FHI Grad Digital",2
"7131","#transformDH","Duke PhD Lab",1
"7134","Access + Digital Literacy","Duke PhD Lab",1
"7135","Alt-Ac","Duke PhD Lab",1
"7137","Authority Control: Information and Library Science","Duke PhD Lab",1
"7140","Badges Work for Vets","Duke PhD Lab",1
"7151","Collaboration","Duke PhD Lab",1
"7166","Digital History","Duke PhD Lab",3
"7171","Digital Media & Learning Competition 4","Duke PhD Lab",1
"7173","Digital Publishing","Duke PhD Lab",1
"7176","Duke FHI Grad Digital","Duke PhD Lab",3
"7181","Electronic Literature Organization","Duke PhD Lab",3
"7184","Feminist Scholars Digital Workshop","Duke PhD Lab",1
"7191","Grand Challenges and Enduring Questions","Duke PhD Lab",2
"7193","GreaterThanGames Virtual Lab","Duke PhD Lab",1
"7194","HASTAC Nominating Committee","Duke PhD Lab",1
"7196","HASTAC Scholars @ Liberal Arts Colleges","Duke PhD Lab",1
"7197","HASTAC Steering Committee","Duke PhD Lab",1
"7199","HASTAC@Duke","Duke PhD Lab",1
"7224","New Media and Social Movements","Duke PhD Lab",1
"7234","Pedagogy","Duke PhD Lab",2
"7240","Race Card I.Q.","Duke PhD Lab",1
"7244","Scholar Class 2009","Duke PhD Lab",1
"7245","Scholar Class 2010","Duke PhD Lab",2
"7247","Scholar Class 2012","Duke PhD Lab",1
"7248","Scholar Class 2013","Duke PhD Lab",5
"7249","Scholars","Duke PhD Lab",8
"7257","Sound & Music","Duke PhD Lab",2
"7258","Staff","Duke PhD Lab",1
"7287","4-H/USDA Robotics Digital Badges","EarthWorks",1
"7291","American Graduate: Let's Make It Happen Badges","EarthWorks",1
"7293","Badges for Lifelong Learning","EarthWorks",2
"7294","Badges in Higher Ed","EarthWorks",2
"7295","Badges Work for Vets","EarthWorks",1
"7298","Black Cloud: Environmental Studies Gaming","EarthWorks",1
"7307","Collaborative Data","EarthWorks",1
"7308","Computer Science Student Network Badge System","EarthWorks",1
"7309","Conservation Connection","EarthWorks",1
"7315","Design for America: A Badge Community for Innovation","EarthWorks",1
"7323","Digital Media & Learning Competition 1","EarthWorks",1
"7324","Digital Media & Learning Competition 2","EarthWorks",1
"7325","Digital Media & Learning Competition 3","EarthWorks",1
"7326","Digital Media & Learning Competition 4","EarthWorks",8
"7327","Digital Media and Learning Competitions","EarthWorks",1
"7330","Disney-Pixar Wilderness Explorers Badges","EarthWorks",1
"7337","Fab@School","EarthWorks",1
"7350","HASTAC Scholars - Evaluation of Impact","EarthWorks",1
"7354","HASTAC@Duke","EarthWorks",1
"7361","Intel and Society for Science and the Public Badges","EarthWorks",1
"7363","LevelUp","EarthWorks",1
"7364","Leverage for Digital On-Ramps","EarthWorks",1
"7367","Mobile Action Lab","EarthWorks",1
"7368","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","EarthWorks",1
"7371","Moodle as Issuer, Mahara as Displayer","EarthWorks",1
"7372","MOUSE Wins! Badge-based Achievement System for National Youth Technology Leadership","EarthWorks",1
"7373","My Girl Scout Sash Is An App","EarthWorks",1
"7374","National Manufacturing Badge System","EarthWorks",1
"7376","NatureBadges: Open Source Nature & Science Badge System","EarthWorks",1
"7386","Partners in Learning Network Badges","EarthWorks",1
"7387","Pathways for Lifelong Learning","EarthWorks",1
"7388","Pathways to Global Competence: A Badge System for Students","EarthWorks",1
"7391","Planet Stewards: Personalized Learning in 3D GameLab","EarthWorks",1
"7393","Preparing Librarians to Meet the Needs of 21st Century Teens","EarthWorks",1
"7397","S2R Medals","EarthWorks",1
"7398","SA&FS Learner Driven Badges Project","EarthWorks",1
"7413","Staff","EarthWorks",1
"7417","Sweet Water AQUAPONS","EarthWorks",1
"7433","Voces Moviles (Mobile Voices)","EarthWorks",1
"7435","Who Built America? Badges for Teaching Disciplinary Literacy in History","EarthWorks",1
"7439","Youth APPLab","EarthWorks",1
"7440","Youth Digital Filmmaker Badge System","EarthWorks",1
"7480","Digital Media & Learning Competition 3","EcoBugs",3
"7631","Digital History","Electronic Book Review (ebr)",1
"7638","Digital Publishing","Electronic Book Review (ebr)",2
"7646","Electronic Literature Organization","Electronic Book Review (ebr)",4
"7657","Graphic, Visual and Multi-modal Storytelling","Electronic Book Review (ebr)",2
"7658","GreaterThanGames Virtual Lab","Electronic Book Review (ebr)",1
"7699","Pedagogy","Electronic Book Review (ebr)",1
"7713","Scholar Class 2013","Electronic Book Review (ebr)",2
"7714","Scholars","Electronic Book Review (ebr)",2
"7751","#transformDH","Electronic Literature Organization",9
"7753","A Look at MOOCs","Electronic Literature Organization",2
"7754","Access + Digital Literacy","Electronic Literature Organization",1
"7755","Alt-Ac","Electronic Literature Organization",5
"7757","Authority Control: Information and Library Science","Electronic Literature Organization",4
"7758","Badges for Lifelong Learning","Electronic Literature Organization",5
"7759","Badges in Higher Ed","Electronic Literature Organization",1
"7762","Better things to do","Electronic Literature Organization",2
